Time (msec),A/F Correction #3 (32-bit ECU) (%),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Learned Ignition Timing (degrees),Manifold Absolute Pressure (bar),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Roughness Monitor Cylinder #1 (misfire count),Roughness Monitor Cylinder #2 (misfire count),Roughness Monitor Cylinder #3 (misfire count),Roughness Monitor Cylinder #4 (misfire count),Vehicle Speed (kph)
255883,2.19,2.06,3858,0.00,100.00,17.50,44.47,5.50,1.651,128.07,0.00,0,0,0,0,55
255945,2.19,2.06,3854,0.00,100.00,17.50,44.74,5.50,1.651,130.20,0.00,0,0,0,0,56
256021,2.19,1.57,3871,0.00,100.00,18.50,38.19,5.50,1.441,93.90,0.00,0,0,0,0,57
256084,2.19,0.38,3758,0.00,66.67,23.00,18.42,6.00,0.960,29.15,0.00,0,0,0,0,57
256146,0.08,0.48,3556,0.00,33.33,25.00,12.70,3.50,0.650,22.23,0.00,0,0,0,0,58
256208,0.08,0.56,3398,0.00,33.33,31.00,11.49,1.50,0.510,23.16,0.00,0,0,0,0,58
256267,0.16,0.67,3333,0.00,33.33,32.50,10.01,0.50,0.420,28.74,0.00,0,0,0,0,58
256330,0.23,0.20,3310,0.00,33.33,32.00,9.80,0.00,0.380,10.32,0.00,0,0,0,0,58
256392,0.31,0.18,3263,0.00,33.33,33.50,7.61,0.00,0.350,9.76,0.00,0,0,0,0,58
256455,0.39,0.17,3263,0.00,33.33,34.00,0.00,0.00,0.330,9.61,0.00,0,0,0,0,58
256517,0.39,0.18,3290,0.00,33.33,32.00,0.00,0.00,0.310,9.91,0.00,0,0,0,0,58
256580,0.47,0.19,3264,0.00,33.33,30.00,0.00,0.00,0.300,10.47,0.00,0,0,0,0,58
256642,0.47,0.20,3258,0.00,33.33,30.00,0.00,0.00,0.290,10.52,0.00,0,0,0,0,57
256705,0.47,0.20,3183,0.00,33.33,30.00,0.00,0.00,0.290,10.90,0.00,0,0,0,0,57
256767,0.47,0.21,3155,0.00,33.33,29.50,0.00,0.00,0.290,11.29,0.00,0,0,0,0,57
256830,0.47,0.22,3161,0.00,33.33,29.50,0.00,0.00,0.290,11.18,0.00,0,0,0,0,57
256892,0.47,0.22,3102,0.00,33.33,29.00,0.00,0.00,0.280,11.23,0.00,0,0,0,0,56
256955,0.47,0.22,3056,0.00,33.33,28.00,0.00,0.00,0.290,11.29,0.00,0,0,0,0,56
257029,0.47,0.22,3028,0.00,33.33,27.50,0.00,0.00,0.290,11.07,0.00,0,0,0,0,56
257092,0.47,0.22,3026,0.00,33.33,27.50,0.00,0.00,0.290,10.85,0.00,0,0,0,0,56
257154,0.47,0.22,3005,0.00,33.33,27.50,0.00,0.00,0.290,10.68,0.00,0,0,0,0,55
257217,0.47,0.21,2983,0.00,33.33,27.00,0.00,0.00,0.290,10.52,0.00,0,0,0,0,55
257279,0.47,0.21,2934,0.00,33.33,27.00,0.00,0.00,0.290,10.42,0.00,0,0,0,0,55
257342,0.47,0.21,2915,0.00,33.33,26.50,0.00,0.00,0.290,10.01,0.00,0,0,0,0,54
257405,0.47,0.21,2900,0.00,33.33,26.50,0.00,0.00,0.280,9.96,0.00,0,0,0,0,54
257467,0.47,0.22,2882,0.00,33.33,26.00,0.00,0.00,0.280,10.06,0.00,0,0,0,0,54
257530,0.47,0.21,2867,0.00,33.33,26.00,0.00,0.00,0.280,9.61,0.00,0,0,0,0,54
257592,0.47,0.20,2851,0.00,33.33,26.00,0.00,0.00,0.280,9.51,0.00,0,0,0,0,53
257655,0.47,0.20,2825,0.00,33.33,25.50,0.00,0.00,0.270,9.51,0.00,0,0,0,0,53
257717,0.47,0.21,2803,0.00,33.33,25.00,0.00,0.00,0.270,10.17,0.00,0,0,0,0,52
257780,0.47,0.21,2780,0.00,33.33,25.00,0.00,0.00,0.270,9.61,0.00,0,0,0,0,52
257842,0.47,0.21,2754,0.00,33.33,24.50,0.00,0.00,0.270,9.71,0.00,0,0,0,0,52
257905,0.47,0.21,2758,0.00,33.33,24.50,0.00,0.00,0.260,9.61,0.00,0,0,0,0,52
257967,0.47,0.20,2739,0.00,33.33,24.00,0.00,0.00,0.260,9.25,0.00,0,0,0,0,51
258030,0.47,0.21,2720,0.00,33.33,23.50,0.00,0.00,0.260,9.25,0.00,0,0,0,0,51
258092,0.47,0.21,2686,0.00,33.33,23.50,0.00,0.00,0.260,9.30,0.00,0,0,0,0,51
258155,0.47,0.23,2666,0.00,33.33,26.00,4.58,0.00,0.260,10.59,0.00,0,0,0,0,50
258217,0.47,0.29,2706,0.00,33.33,29.50,4.62,0.00,0.270,13.66,0.00,0,0,0,0,50
258280,0.47,0.44,2756,0.00,33.33,32.50,5.88,0.00,0.310,20.36,0.00,0,0,0,0,50
258342,0.47,0.71,2832,0.00,33.33,35.50,7.81,0.00,0.450,33.45,0.00,0,0,0,0,50
258405,0.47,0.88,2916,0.00,33.33,37.00,11.85,0.00,0.590,44.61,0.00,0,0,0,0,49
258467,0.47,1.01,3072,0.00,33.33,36.50,15.27,0.00,0.760,54.20,0.00,0,0,0,0,49
258530,0.47,1.26,3132,0.00,66.67,35.50,18.86,1.00,0.910,67.14,0.00,0,0,0,0,49
258592,0.47,1.28,3177,0.00,66.67,33.00,21.57,3.00,0.990,67.82,0.00,0,0,0,0,49
258655,0.47,1.36,3193,0.00,66.67,30.00,23.34,4.00,1.020,71.08,0.00,0,0,0,0,49
258717,0.47,1.42,3218,0.00,66.67,27.50,24.93,4.50,1.060,77.28,0.00,0,0,0,0,49
258780,0.47,1.51,3263,0.00,66.67,25.00,26.32,5.00,1.110,82.77,0.00,0,0,0,0,50
258842,0.47,1.56,3275,0.00,66.67,23.00,27.45,5.50,1.160,86.61,0.00,0,0,0,0,50
258905,0.47,1.67,3335,0.00,66.67,22.00,28.30,6.00,1.221,91.76,0.00,0,0,0,0,50
258983,0.47,1.79,3366,0.00,66.67,21.00,29.70,6.00,1.291,100.74,0.00,0,0,0,0,51
259046,0.47,1.84,3444,0.00,66.67,20.00,31.43,6.00,1.351,106.97,0.00,0,0,0,0,51
259108,0.47,1.90,3505,0.00,100.00,18.50,34.25,6.00,1.421,115.00,0.00,0,0,0,0,51
259171,0.47,2.10,3549,0.00,100.00,17.50,37.46,6.00,1.491,123.45,0.00,0,0,0,0,52
259230,0.47,2.08,3636,0.00,100.00,16.50,40.67,5.50,1.541,126.89,0.00,0,0,0,0,52
259292,0.47,2.10,3720,0.00,100.00,16.00,42.66,5.00,1.571,131.12,0.00,0,0,0,0,53
259417,0.47,2.01,3763,0.00,100.00,16.50,43.89,5.00,1.601,125.43,0.00,0,0,0,0,54
259424,0.47,2.13,3793,0.00,100.00,16.50,44.27,5.50,1.621,130.50,0.00,0,0,0,0,54
259486,0.47,1.84,3826,0.00,100.00,16.50,39.73,5.50,1.531,108.26,0.00,0,0,0,0,55
259542,0.47,0.49,3776,0.00,66.67,20.50,23.85,6.00,1.040,23.08,0.00,0,0,0,0,55
259604,0.31,0.66,3491,0.00,33.33,23.00,14.65,4.00,0.690,28.46,0.00,0,0,0,0,56
259675,0.31,0.82,3292,0.00,33.33,30.00,13.38,2.50,0.550,32.62,0.00,0,0,0,0,56
259730,0.31,0.73,3218,0.00,33.33,31.50,11.67,1.00,0.450,32.56,0.00,0,0,0,0,56
259793,0.23,0.19,3124,0.00,33.33,31.00,11.21,0.50,0.400,10.01,0.00,0,0,0,0,56
259855,2.19,0.16,3058,0.00,33.33,32.00,7.83,0.00,0.370,8.81,0.00,0,0,0,0,56
259918,1.95,0.18,3134,0.00,33.33,32.50,6.76,0.00,0.340,9.56,0.00,0,0,0,0,56
259980,1.48,0.17,3206,0.00,33.33,31.50,6.12,0.00,0.310,9.30,0.00,0,0,0,0,56
260043,1.25,0.18,3178,0.00,33.33,30.00,5.42,0.00,0.300,9.86,0.00,0,0,0,0,56
260105,1.09,0.19,3161,0.00,33.33,29.50,5.43,0.00,0.290,10.01,0.00,0,0,0,0,56
260168,1.09,0.19,3132,0.00,33.33,28.50,5.29,0.00,0.280,10.12,0.00,0,0,0,0,55
260230,1.09,0.21,3089,0.00,33.33,28.50,5.22,0.00,0.290,10.63,0.00,0,0,0,0,55
260293,1.09,0.22,3013,0.00,33.33,28.00,0.00,0.00,0.290,10.96,0.00,0,0,0,0,55
260355,1.09,0.22,2981,0.00,33.33,27.00,0.00,0.00,0.290,10.85,0.00,0,0,0,0,55
260418,1.09,0.21,2952,0.00,33.33,26.50,0.00,0.00,0.290,10.37,0.00,0,0,0,0,54
260480,1.09,0.21,2920,0.00,33.33,26.50,0.00,0.00,0.290,10.01,0.00,0,0,0,0,54
260543,1.09,0.21,2912,0.00,33.33,26.00,0.00,0.00,0.290,10.17,0.00,0,0,0,0,54
260605,1.09,0.21,2887,0.00,33.33,26.00,0.00,0.00,0.290,10.12,0.00,0,0,0,0,53
260683,1.09,0.21,2867,0.00,33.33,25.50,0.00,0.00,0.280,9.96,0.00,0,0,0,0,53
260746,1.09,0.21,2848,0.00,33.33,25.50,0.00,0.00,0.280,9.86,0.00,0,0,0,0,53
260808,1.09,0.21,2828,0.00,33.33,25.00,0.00,0.00,0.280,9.76,0.00,0,0,0,0,53
260872,1.09,0.21,2792,0.00,33.33,25.00,0.00,0.00,0.270,9.81,0.00,0,0,0,0,52
260923,1.09,0.21,2774,0.00,33.33,24.50,0.00,0.00,0.270,9.76,0.00,0,0,0,0,52
260986,1.09,0.20,2753,0.00,33.33,24.50,0.00,0.00,0.270,9.51,0.00,0,0,0,0,52
261060,1.09,0.21,2734,0.00,33.33,24.50,0.00,0.00,0.260,9.51,0.00,0,0,0,0,51
261123,1.09,0.22,2715,0.00,33.33,24.00,0.00,0.00,0.260,9.46,0.00,0,0,0,0,51
261185,1.09,0.20,2718,0.00,33.33,24.00,0.00,0.00,0.260,9.00,0.00,0,0,0,0,51
261248,1.09,0.20,2698,0.00,33.33,23.50,0.00,0.00,0.260,8.81,0.00,0,0,0,0,51
261310,1.09,0.20,2675,0.00,33.33,23.00,0.00,0.00,0.260,9.00,0.00,0,0,0,0,50
261373,1.09,0.20,2637,0.00,33.33,23.00,0.00,0.00,0.250,9.00,0.00,0,0,0,0,50
261435,1.09,0.28,2614,0.00,33.33,24.50,4.46,0.00,0.250,12.09,0.00,0,0,0,0,50
261498,1.09,0.48,2690,0.00,33.33,29.00,5.76,0.00,0.330,24.09,0.00,0,0,0,0,49
261560,1.09,0.73,2791,0.00,33.33,31.50,8.92,0.00,0.490,36.00,0.00,0,0,0,0,49
261623,1.09,0.89,2918,0.00,33.33,32.50,12.47,0.00,0.630,45.43,0.00,0,0,0,0,49
261685,1.09,1.05,3078,0.00,33.33,32.50,15.09,0.00,0.770,56.19,0.00,0,0,0,0,49
261748,1.09,1.28,3120,0.00,66.67,32.00,19.44,1.00,0.940,67.64,0.00,0,0,0,0,49
261810,1.09,1.31,3134,0.00,66.67,30.00,21.58,3.50,0.990,70.72,0.00,0,0,0,0,49
261873,1.09,1.38,3195,0.00,66.67,28.50,23.75,4.50,1.030,74.54,0.00,0,0,0,0,49
261935,1.09,1.41,3210,0.00,66.67,26.50,24.86,5.00,1.080,78.01,0.00,0,0,0,0,49
261998,1.09,1.47,3259,0.00,66.67,24.50,26.28,5.50,1.120,81.55,0.00,0,0,0,0,49
262072,1.09,1.55,3272,0.00,66.67,23.00,27.23,6.00,1.180,84.18,0.00,0,0,0,0,50
262131,1.09,1.64,3314,0.00,66.67,22.00,28.53,6.00,1.231,94.17,0.00,0,0,0,0,50
262194,1.09,1.77,3365,0.00,66.67,20.50,28.72,6.00,1.291,99.72,0.00,0,0,0,0,50
262256,1.09,1.28,3434,0.00,66.67,20.00,22.57,6.00,1.090,64.11,0.00,0,0,0,0,51
262319,-0.31,0.47,3315,0.00,66.67,28.00,16.23,5.50,0.690,41.60,0.00,0,0,0,0,51
262381,-0.31,0.31,3119,0.00,33.33,28.50,13.97,3.50,0.540,24.77,0.00,0,0,0,0,52
262444,0.00,0.34,2977,0.00,33.33,31.50,11.25,1.50,0.460,12.33,0.00,0,0,0,0,52
262506,0.23,0.37,2890,0.00,33.33,32.00,10.35,0.50,0.400,14.72,0.00,0,0,0,0,52
262569,0.23,0.41,2818,0.00,33.33,31.00,9.51,0.00,0.380,14.44,0.00,0,0,0,0,52
262631,0.23,0.44,2782,0.00,33.33,28.50,0.00,0.00,0.360,14.67,0.00,0,0,0,0,52
262694,0.23,0.50,2815,0.00,33.33,27.00,0.00,0.00,0.330,23.21,0.00,0,0,0,0,52
262756,0.23,0.47,2794,0.00,33.33,25.00,0.00,0.00,0.310,21.83,0.00,0,0,0,0,51
262819,0.23,0.26,2785,0.00,33.33,25.00,0.00,0.00,0.300,12.54,0.00,0,0,0,0,51
262882,0.23,0.22,2788,0.00,33.33,25.00,0.00,0.00,0.290,9.71,0.00,0,0,0,0,51
262945,0.23,0.20,2791,0.00,33.33,25.00,0.00,0.00,0.280,9.25,0.00,0,0,0,0,51
263007,0.23,0.19,2796,0.00,33.33,25.00,0.00,0.00,0.280,9.25,0.00,0,0,0,0,51
263070,0.23,0.20,2783,0.00,33.33,25.00,0.00,0.00,0.270,8.76,0.00,0,0,0,0,51
263132,0.23,0.21,2738,0.00,33.33,24.50,0.00,0.00,0.270,9.51,0.00,0,0,0,0,51
263195,0.23,0.21,2730,0.00,33.33,24.00,0.00,0.00,0.270,9.35,0.00,0,0,0,0,50
263257,0.23,0.21,2706,0.00,33.33,23.50,0.00,0.00,0.270,9.30,0.00,0,0,0,0,50
263320,0.23,0.20,2682,0.00,33.33,23.50,0.00,0.00,0.270,9.10,0.00,0,0,0,0,50
263382,0.23,0.21,2645,0.00,33.33,23.00,0.00,0.00,0.270,8.73,0.00,0,0,0,0,50
263445,0.23,0.20,2627,0.00,33.33,23.00,0.00,0.00,0.260,8.81,0.00,0,0,0,0,50
263507,0.23,0.20,2630,0.00,33.33,23.00,0.00,0.00,0.260,8.58,0.00,0,0,0,0,49
263570,0.23,0.20,2612,0.00,33.33,22.50,0.00,0.00,0.260,8.90,0.00,0,0,0,0,49
263632,0.23,0.20,2578,0.00,33.33,22.00,0.00,0.00,0.260,8.76,0.00,0,0,0,0,49
263695,0.23,0.21,2560,0.00,33.33,22.00,0.00,0.00,0.260,8.39,0.00,0,0,0,0,49
263769,0.23,0.20,2565,0.00,33.33,22.00,0.00,0.00,0.250,8.21,0.00,0,0,0,0,49
263824,0.23,0.20,2534,0.00,33.33,21.50,0.00,0.00,0.250,8.16,0.00,0,0,0,0,49
263887,0.23,0.19,2519,0.00,33.33,21.50,0.00,0.00,0.250,8.16,0.00,0,0,0,0,48
263949,0.23,0.19,2527,0.00,33.33,21.50,0.00,0.00,0.240,8.02,0.00,0,0,0,0,48
264012,0.23,0.20,2499,0.00,33.33,21.00,0.00,0.00,0.240,8.30,0.00,0,0,0,0,48
264074,0.23,0.20,2487,0.00,33.33,21.50,0.00,0.00,0.240,8.07,0.00,0,0,0,0,48
264137,0.23,0.20,2497,0.00,33.33,21.00,0.00,0.00,0.240,8.12,0.00,0,0,0,0,48
264199,0.23,0.20,2468,0.00,33.33,21.00,0.00,0.00,0.240,8.07,0.00,0,0,0,0,48
264262,0.23,0.20,2476,0.00,33.33,21.00,0.00,0.00,0.240,8.39,0.00,0,0,0,0,48
264324,0.23,0.20,2449,0.00,33.33,20.50,0.00,0.00,0.240,8.16,0.00,0,0,0,0,47
264387,0.23,0.20,2454,0.00,33.33,20.50,0.00,0.00,0.240,8.02,0.00,0,0,0,0,47
264449,0.23,0.20,2442,0.00,33.33,20.50,0.00,0.00,0.240,8.21,0.00,0,0,0,0,47
264512,0.23,0.20,2414,0.00,33.33,20.50,0.00,0.00,0.240,8.16,0.00,0,0,0,0,47
264574,0.23,0.20,2421,0.00,33.33,20.00,0.00,0.00,0.240,7.89,0.00,0,0,0,0,47
264637,0.23,0.20,2394,0.00,33.33,20.00,0.00,0.00,0.240,7.75,0.00,0,0,0,0,47
264699,0.23,0.20,2401,0.00,33.33,20.00,0.00,0.00,0.240,7.79,0.00,0,0,0,0,46
264777,0.23,0.20,2374,0.00,33.33,20.00,0.00,0.00,0.240,7.79,0.00,0,0,0,0,46
264840,0.23,0.20,2384,0.00,33.33,20.00,0.00,0.00,0.230,7.89,0.00,0,0,0,0,46
264902,0.23,0.20,2357,0.00,33.33,20.00,0.00,0.00,0.230,7.70,0.00,0,0,0,0,46
264965,0.23,0.20,2365,0.00,33.33,19.50,0.00,0.00,0.240,7.79,0.00,0,0,0,0,46
265027,0.23,0.20,2337,0.00,33.33,19.50,0.00,0.00,0.230,7.75,0.00,0,0,0,0,46
265086,0.23,0.20,2345,0.00,33.33,19.50,0.00,0.00,0.230,7.70,0.00,0,0,0,0,46
265149,0.23,0.19,2318,0.00,33.33,19.50,0.00,0.00,0.230,7.61,0.00,0,0,0,0,45
265211,0.23,0.20,2309,0.00,33.33,19.50,0.00,0.00,0.230,7.52,0.00,0,0,0,0,45
265274,0.23,0.19,2317,0.00,33.33,19.50,0.00,0.00,0.230,7.38,0.00,0,0,0,0,45
265336,0.23,0.20,2290,0.00,33.33,19.50,0.00,0.00,0.230,7.51,0.00,0,0,0,0,45
265399,0.23,0.20,2298,0.00,33.33,19.00,0.00,0.00,0.240,7.65,0.00,0,0,0,0,45
265461,0.23,0.20,2271,0.00,33.33,19.00,0.00,0.00,0.240,7.65,0.00,0,0,0,0,45
265524,0.23,0.20,2262,0.00,33.33,19.00,0.00,0.00,0.240,7.47,0.00,0,0,0,0,45
265586,0.23,0.20,2268,0.00,33.33,19.00,0.00,0.00,0.240,7.43,0.00,0,0,0,0,44
265649,0.23,0.20,2236,0.00,33.33,19.00,0.00,0.00,0.240,7.43,0.00,0,0,0,0,44
265711,0.23,0.20,2234,0.00,33.33,18.50,0.00,0.00,0.240,7.30,0.00,0,0,0,0,44
265774,0.23,0.19,2221,0.00,33.33,18.50,0.00,0.00,0.240,6.83,0.00,0,0,0,0,44
265836,0.23,0.18,2186,0.00,33.33,18.50,0.00,0.00,0.230,6.45,0.00,0,0,0,0,43
265899,0.23,0.20,2173,0.00,33.33,18.00,0.00,0.00,0.230,7.09,0.00,0,0,0,0,43
265961,0.23,0.18,2168,0.00,33.33,18.00,0.00,0.00,0.240,6.75,0.00,0,0,0,0,43
266024,0.23,0.18,2134,0.00,33.33,18.00,0.00,0.00,0.240,6.58,0.00,0,0,0,0,42
266086,0.23,0.19,2118,0.00,33.33,18.00,0.00,0.00,0.240,6.54,0.00,0,0,0,0,42
266149,0.23,0.20,2102,0.00,33.33,17.50,0.00,0.00,0.240,6.83,0.00,0,0,0,0,42
266211,0.23,0.19,2098,0.00,33.33,17.50,0.00,0.00,0.240,6.71,0.00,0,0,0,0,42
266274,0.23,0.19,2081,0.00,33.33,17.50,0.00,0.00,0.240,6.62,0.00,0,0,0,0,41
266336,0.23,0.19,2041,0.00,33.33,17.50,0.00,0.00,0.240,6.62,0.00,0,0,0,0,41
266407,0.23,0.19,2022,0.00,33.33,17.00,0.00,0.00,0.240,6.37,0.00,0,0,0,0,41
266470,0.23,0.19,2002,0.00,33.33,17.00,0.00,0.00,0.240,6.20,0.00,0,0,0,0,40
266532,0.23,0.19,1981,0.00,33.33,17.00,0.00,0.00,0.240,6.28,0.00,0,0,0,0,40
266595,0.23,0.18,1959,0.00,33.33,17.00,0.00,0.00,0.240,5.91,0.00,0,0,0,0,40
266657,0.23,0.19,1936,0.00,33.33,16.50,0.00,0.00,0.240,5.88,0.00,0,0,0,0,39
266720,0.23,0.18,1911,0.00,33.33,16.50,0.00,0.00,0.240,5.68,0.00,0,0,0,0,39
266782,0.23,0.18,1882,0.00,33.33,16.50,0.00,0.00,0.240,5.61,0.00,0,0,0,0,39
266845,0.23,0.18,1849,0.00,33.33,16.50,0.00,0.00,0.240,5.28,0.00,0,0,0,0,38
266917,0.23,0.17,1818,0.00,33.33,16.00,0.00,0.00,0.240,5.11,0.00,0,0,0,0,38
266979,0.23,0.17,1785,0.00,33.33,16.00,0.00,0.00,0.240,5.11,0.00,0,0,0,0,37
267042,0.23,0.18,1744,0.00,33.33,16.00,0.00,0.00,0.240,5.21,0.00,0,0,0,0,37
267104,0.23,0.19,1725,0.00,33.33,15.50,0.00,0.00,0.230,5.38,0.00,0,0,0,0,36
267167,0.23,0.18,1680,0.00,33.33,15.50,0.00,0.00,0.230,4.84,0.00,0,0,0,0,36
267229,0.23,0.17,1634,0.00,33.33,15.50,0.00,0.00,0.230,4.64,0.00,0,0,0,0,36
267292,0.23,0.17,1587,0.00,33.33,15.00,0.00,0.00,0.220,4.40,0.00,0,0,0,0,35
267354,0.23,0.17,1553,0.00,33.33,15.00,0.00,0.00,0.220,4.34,0.00,0,0,0,0,35
267417,0.23,0.17,1482,0.00,33.33,15.00,0.00,0.00,0.220,4.29,0.00,0,0,0,0,34
267479,0.23,0.19,1422,0.00,33.33,15.00,0.00,0.00,0.220,4.34,0.00,0,0,0,0,34
267542,0.23,0.20,1328,0.00,33.33,15.00,0.00,0.00,0.230,4.40,0.00,0,0,0,0,34
267604,0.23,0.22,1246,0.00,33.33,15.00,0.00,0.00,0.230,4.34,0.00,0,0,0,0,34
267667,0.23,0.23,1180,0.00,33.33,15.00,0.00,0.00,0.240,4.40,0.00,0,0,0,0,33
267729,0.23,0.25,1110,0.00,33.33,15.00,0.00,0.00,0.250,4.34,0.00,0,0,0,0,33
267792,0.23,0.26,1031,0.00,33.33,15.00,0.00,0.00,0.260,4.29,0.00,0,0,0,0,33
267854,0.23,0.28,952,0.00,33.33,15.00,1.55,0.00,0.270,4.20,0.00,0,0,0,0,33
267926,0.23,0.29,877,0.00,33.33,15.00,1.68,0.00,0.290,4.17,0.00,0,0,0,0,33
267988,0.23,0.27,908,0.00,33.33,15.00,1.74,0.00,0.300,4.26,0.00,0,0,0,0,33
268051,0.23,0.25,995,0.00,33.33,15.00,1.72,0.00,0.300,4.17,0.00,0,0,0,0,33
268110,0.23,0.21,1042,0.00,33.33,15.00,1.80,0.00,0.300,3.77,0.00,0,0,0,0,32
268173,0.23,0.20,1077,0.00,33.33,15.00,1.84,0.00,0.290,3.57,0.00,0,0,0,0,32
268235,0.23,0.19,1087,0.00,33.33,15.00,1.86,0.00,0.270,3.45,0.00,0,0,0,0,33
268297,0.23,0.19,1088,0.00,33.33,15.00,1.87,0.00,0.270,3.43,0.00,0,0,0,0,32
268360,0.23,0.19,1095,0.00,33.33,15.00,1.87,0.00,0.260,3.41,0.00,0,0,0,0,32
268423,0.23,0.20,1080,0.00,33.33,15.00,1.61,0.00,0.260,3.47,0.00,0,0,0,0,32
268489,0.23,0.20,1065,0.00,33.33,15.00,1.59,0.00,0.250,3.61,0.00,0,0,0,0,32
268544,0.23,0.21,1047,0.00,33.33,15.50,1.55,0.00,0.260,4.29,0.00,0,0,0,0,32
268607,0.23,0.59,1044,0.00,33.33,17.00,2.20,0.00,0.310,10.06,0.00,0,0,0,0,32
268669,0.23,0.78,1038,0.00,33.33,19.00,3.10,0.00,0.400,14.03,0.00,0,0,0,0,32
268732,0.23,0.79,1092,0.00,33.33,23.50,3.73,0.00,0.490,14.10,0.00,0,0,0,0,32
268794,0.23,0.58,1193,0.00,33.33,27.00,4.03,0.50,0.500,12.58,0.00,0,0,0,0,32
268857,0.23,0.50,1357,0.00,33.33,31.00,3.84,1.00,0.510,11.51,0.00,0,0,0,0,32
268919,-1.80,0.45,1449,0.00,33.33,35.00,4.11,0.50,0.500,11.07,0.00,0,0,0,0,32
268982,-0.23,0.44,1501,0.00,33.33,38.50,4.14,0.50,0.480,11.07,0.00,0,0,0,0,32
269060,-0.23,0.44,1514,0.00,33.33,42.00,3.87,0.00,0.470,10.32,0.00,0,0,0,0,32
269122,-0.23,0.38,1496,0.00,33.33,42.00,3.83,0.00,0.440,9.11,0.00,0,0,0,0,32
269185,-0.16,0.35,1496,0.00,33.33,41.50,3.51,0.00,0.420,8.30,0.00,0,0,0,0,32
269247,-0.16,0.33,1464,0.00,33.33,41.00,3.43,0.00,0.400,7.95,0.00,0,0,0,0,32
269310,-0.16,0.32,1448,0.00,33.33,40.00,3.40,0.00,0.390,7.67,0.00,0,0,0,0,32
269372,-0.16,0.31,1406,0.00,33.33,39.50,3.30,0.00,0.380,7.36,0.00,0,0,0,0,32
269435,-0.16,0.32,1389,0.00,33.33,38.00,3.26,0.00,0.370,7.40,0.00,0,0,0,0,32
269497,-0.16,0.32,1358,0.00,33.33,38.00,2.90,0.00,0.360,7.40,0.00,0,0,0,0,32
269560,-0.16,0.35,1357,0.00,33.33,37.50,2.89,0.00,0.360,8.65,0.00,0,0,0,0,32
269622,-0.16,0.59,1346,0.00,33.33,37.50,3.12,0.00,0.380,13.27,0.00,0,0,0,0,32
269685,-0.23,1.63,1334,0.00,33.33,38.50,6.07,0.00,0.620,36.68,0.00,0,0,0,0,32
269747,-0.23,1.63,1408,0.00,66.67,25.00,10.55,4.00,0.970,39.60,0.00,0,0,0,0,32
269810,-0.31,1.19,1692,0.00,66.67,22.00,10.11,6.00,0.990,34.64,0.00,0,0,0,0,32
269872,-0.31,1.11,1859,0.00,66.67,24.50,11.94,5.50,1.000,36.19,0.00,0,0,0,0,32
269935,-0.31,1.07,2090,0.00,66.67,26.00,12.48,4.50,0.990,38.68,0.00,0,0,0,0,32
269997,-0.31,1.18,2194,0.00,66.67,27.00,13.14,4.50,0.990,43.86,0.00,0,0,0,0,32
270060,-0.31,1.23,2262,0.00,66.67,25.50,15.18,5.00,1.020,47.34,0.00,0,0,0,0,32
270122,-0.31,1.25,2352,0.00,66.67,24.50,15.55,5.50,1.030,50.82,0.00,0,0,0,0,32
270185,-0.31,1.31,2388,0.00,66.67,23.00,16.30,6.00,1.050,53.62,0.00,0,0,0,0,33
270247,-0.31,1.36,2461,0.00,66.67,22.50,17.30,6.00,1.070,56.56,0.00,0,0,0,0,33
270310,-0.31,1.44,2520,0.00,66.67,22.00,18.53,6.00,1.090,63.30,0.00,0,0,0,0,33
270372,-0.31,1.48,2605,0.00,66.67,21.50,18.34,6.00,1.120,65.15,0.00,0,0,0,0,33
270431,-0.31,1.52,2685,0.00,66.67,18.50,19.39,6.50,1.140,68.52,0.00,0,0,0,0,34
270494,-0.31,1.57,2731,0.00,66.67,18.00,19.72,6.50,1.170,72.57,0.00,0,0,0,0,34
270556,-0.31,1.59,2793,0.00,66.67,17.50,21.45,7.00,1.200,75.13,0.00,0,0,0,0,34
270619,-0.31,1.78,2829,0.00,66.67,17.50,23.54,7.00,1.251,83.61,0.00,0,0,0,0,35
270697,-0.31,1.79,2921,0.00,66.67,17.00,26.17,7.00,1.301,88.31,0.00,0,0,0,0,35
270760,-0.31,1.75,2990,0.00,66.67,16.00,27.32,6.50,1.351,90.12,0.00,0,0,0,0,35
270822,-0.31,1.89,3045,0.00,66.67,16.00,29.20,6.50,1.421,96.13,0.00,0,0,0,0,36
270885,-0.31,2.01,3098,0.00,100.00,15.50,30.40,6.00,1.471,108.06,0.00,0,0,0,0,36
270947,-0.31,1.97,3162,0.00,100.00,14.50,33.28,6.00,1.521,103.88,0.00,0,0,0,0,37
271010,-0.31,1.99,3244,0.00,100.00,14.50,33.78,6.00,1.561,107.27,0.00,0,0,0,0,38
271072,-0.31,1.96,3260,0.00,100.00,14.50,34.38,6.00,1.581,111.19,0.00,0,0,0,0,39
271135,-0.31,2.02,3352,0.00,100.00,14.50,35.51,6.00,1.591,111.99,0.00,0,0,0,0,40
271197,-0.31,2.00,3371,0.00,100.00,14.50,36.22,5.50,1.611,115.85,0.00,0,0,0,0,41
