Time (msec),A/F Correction #1 (%),A/F Correction #3 (16-bit ECU) (%),A/F Correction #3 (32-bit ECU) (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),A/F Sensor #1 Current (mA),A/F Sensor #1 Resistance (ohms),Accelerator Pedal Angle (%),Battery Voltage (V),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Consumption (Est.) (l/100km),Fuel Pump Duty (%),IAM (multiplier),Intake Air Temperature (C),Primary Wastegate Duty Cycle (%),Vehicle Speed (kph)
83687,1.56,-46.88,0.31,-0.78,15.04,0.12,31,0.00,14.24,736,0.00,11.35,33.33,0.9375,27,0.00,10
83890,1.56,-46.88,0.31,-0.78,14.70,0.00,31,0.00,14.32,774,0.00,12.67,33.33,0.9375,27,0.00,9
84094,0.78,-47.66,0.23,-0.78,14.59,0.00,31,0.00,14.32,820,0.00,13.01,33.33,0.9375,27,0.00,9
84297,0.78,-46.88,0.31,-0.78,14.59,0.00,31,0.00,14.40,852,0.00,13.08,33.33,0.9375,27,0.00,9
84515,0.78,-46.88,0.31,-0.78,14.59,0.00,31,0.00,14.40,855,0.00,13.01,33.33,0.9375,28,0.00,9
84703,0.78,-46.88,0.31,-0.78,14.59,0.00,31,3.92,14.40,852,0.00,17.59,33.33,0.9375,28,0.00,9
84906,0.78,-46.88,0.31,0.00,14.59,0.00,31,3.92,14.24,892,0.00,21.55,33.33,0.9375,28,0.00,9
85109,0.78,-46.88,0.31,0.00,14.70,0.00,31,7.06,14.24,956,0.00,22.92,33.33,0.9375,28,0.00,9
85312,0.78,-47.66,0.23,0.00,14.59,0.00,31,9.41,14.24,1035,0.00,32.87,33.33,0.9375,28,0.00,9
85531,0.00,-47.66,0.23,0.78,14.47,0.00,31,9.41,14.16,1221,0.00,49.47,33.33,0.9375,28,0.00,9
85719,-1.56,-46.88,0.31,0.78,14.24,-0.12,31,9.41,14.32,1454,0.00,51.71,33.33,0.9375,28,0.00,9
85937,-2.34,-47.66,0.23,1.56,14.36,-0.12,31,9.41,14.24,1517,0.00,53.82,33.33,0.9375,27,0.00,9
86140,-2.34,-46.88,0.31,1.56,14.59,0.00,31,9.41,14.40,1550,0.00,47.97,33.33,0.9375,27,0.00,10
86344,-1.56,-47.66,0.23,1.56,14.70,0.00,31,9.41,14.24,1588,0.00,43.09,33.33,0.9375,27,0.00,11
86531,-1.56,-47.66,0.23,1.56,14.70,0.00,31,9.02,14.16,1598,0.00,43.15,33.33,0.9375,27,0.00,11
86734,-1.56,-47.66,0.23,3.91,14.59,0.00,31,9.02,14.24,1610,0.00,37.87,33.33,0.9375,27,0.00,12
86953,-2.34,-47.66,0.23,3.91,14.47,-0.12,31,9.02,14.16,1636,0.00,35.13,33.33,0.9375,27,0.00,13
87156,-3.12,-47.66,0.23,3.91,14.47,-0.12,31,9.02,14.32,1664,0.00,33.45,33.33,0.9375,27,0.00,14
87359,-3.12,-46.88,0.31,3.91,14.47,0.00,31,9.02,14.24,1675,0.00,31.34,33.33,0.9375,27,0.00,15
87562,-3.12,-47.66,0.23,3.91,14.70,0.00,31,9.02,14.08,1708,0.00,29.75,33.33,0.9375,27,0.00,16
87765,-1.56,-47.66,0.23,3.91,14.81,0.00,31,9.02,14.24,1745,0.00,29.84,33.33,0.9375,27,0.00,16
87969,-1.56,-47.66,0.23,3.91,14.81,0.00,31,9.02,14.24,1786,0.00,28.23,33.33,0.9375,27,0.00,17
88172,-0.78,-47.66,0.23,3.91,14.81,0.00,31,9.02,14.40,1830,0.00,27.25,33.33,0.9375,27,0.00,18
88375,0.00,-47.66,0.23,3.91,14.81,0.00,31,9.02,14.16,1870,0.00,27.96,33.33,0.9375,27,0.00,18
88578,1.56,-47.66,0.23,3.91,14.93,0.00,31,9.02,14.08,1921,0.00,25.87,33.33,0.9375,27,0.00,19
88781,2.34,-47.66,0.23,3.91,15.04,0.12,31,8.63,14.16,1854,0.00,23.55,33.33,0.9375,27,0.00,20
88984,3.12,-47.66,0.23,3.91,15.04,0.12,31,2.75,14.40,1701,0.00,11.98,33.33,0.9375,27,0.00,20
89187,0.78,-47.66,0.23,3.12,14.36,-0.12,31,2.75,14.32,1469,0.00,9.82,33.33,0.9375,27,0.00,21
89391,-0.78,-47.66,0.23,3.12,14.13,-0.12,31,2.75,14.32,1322,0.00,8.60,33.33,0.9375,27,0.00,21
89594,0.78,-46.88,0.31,3.12,14.47,-0.12,31,5.88,14.40,1288,0.00,8.45,33.33,0.9375,27,0.00,21
89797,1.56,-46.88,0.31,2.34,14.81,0.00,31,14.51,14.24,1312,0.00,16.69,33.33,0.9375,27,0.00,21
90016,3.12,-47.66,0.23,3.91,15.16,0.12,31,14.51,14.32,1488,0.00,27.49,33.33,0.9375,27,0.00,21
90203,0.00,-47.66,0.23,3.91,13.90,-0.25,31,14.51,14.24,1736,0.25,30.26,33.33,0.9375,27,0.00,22
90422,-6.25,-45.31,0.47,3.91,13.09,-0.50,31,11.37,14.16,1854,0.00,28.07,33.33,0.9375,27,0.00,22
90625,-7.03,-45.31,0.47,3.91,14.13,-0.25,31,9.02,14.24,1824,0.00,22.80,33.33,0.9375,27,0.00,23
90821,-7.03,-47.66,0.23,3.91,14.70,0.00,31,8.63,14.32,1760,0.00,20.37,33.33,0.9375,27,0.00,24
91040,-6.25,-47.66,0.23,3.91,14.70,0.00,31,8.63,14.24,1726,0.00,19.32,33.33,0.9375,27,0.00,24
91243,-6.25,-47.66,0.23,3.91,14.70,0.00,31,5.88,14.24,1699,0.00,13.04,33.33,0.9375,27,0.00,25
91446,-7.03,-47.66,0.23,3.91,14.59,0.00,31,3.53,14.16,1622,0.00,10.46,33.33,0.9375,27,0.00,25
91650,-7.03,-47.66,0.23,3.12,14.47,0.00,31,3.53,14.32,1576,0.00,9.19,33.33,0.9375,27,0.00,25
91853,-6.25,-46.88,0.31,3.12,14.81,0.00,31,3.53,14.32,1538,0.00,8.53,33.33,0.9375,27,0.00,26
92056,-4.69,-47.66,0.23,2.34,15.16,0.12,31,0.00,14.24,1526,0.00,5.33,33.33,0.9375,27,0.00,26
92259,-3.91,-46.88,0.31,2.34,15.27,0.12,31,0.00,14.00,1481,0.00,5.11,33.33,0.9375,27,0.00,26
92462,-3.91,-46.88,0.31,2.34,14.93,0.00,31,0.00,14.32,1350,0.00,5.43,33.33,0.9375,27,0.00,26
92665,0.00,-47.66,0.23,1.56,14.93,0.00,31,0.00,14.40,1251,0.00,5.40,33.33,0.9375,27,0.00,25
92868,0.00,-47.66,0.23,1.56,15.62,0.12,31,0.00,14.40,1149,0.00,4.99,33.33,0.9375,27,0.00,25
93071,0.00,-47.66,0.23,1.56,16.88,0.38,31,0.00,14.40,1052,0.00,4.41,33.33,0.9375,27,0.00,25
93275,0.00,-47.66,0.23,-0.78,17.92,0.50,31,0.00,14.40,982,0.00,4.19,33.33,0.9375,27,0.00,24
93493,0.00,-47.66,0.23,-0.78,19.64,0.62,31,0.00,14.32,853,0.00,3.63,33.33,0.9375,27,0.00,24
93696,0.00,-47.66,0.23,-0.78,20.33,0.88,31,0.00,14.40,731,0.00,3.33,33.33,0.9375,27,0.00,24
93900,0.00,-47.66,0.23,-0.78,20.33,1.12,31,0.00,14.40,810,0.00,3.34,33.33,0.9375,27,0.00,23
94103,0.00,-47.66,0.23,-0.78,20.33,1.12,31,0.00,14.32,886,0.00,3.42,33.33,0.9375,27,0.00,23
94306,0.00,-47.66,0.23,-0.78,20.33,0.88,30,0.00,14.16,926,0.00,3.34,33.33,0.9375,27,0.00,23
94509,0.00,-47.66,0.23,-0.78,18.83,0.62,31,0.00,14.32,957,0.00,3.74,33.33,0.9375,27,0.00,22
94712,0.00,-47.66,0.23,-0.78,16.65,0.38,31,0.00,14.32,974,0.00,4.28,33.33,0.9375,27,0.00,22
94915,-0.78,-50.78,-0.08,-0.78,14.93,0.12,31,0.00,14.40,985,0.00,4.77,33.33,0.9375,27,0.00,22
95118,-2.34,-50.78,-0.08,-0.78,14.01,-0.25,31,0.00,14.40,970,0.00,5.06,33.33,0.9375,27,0.00,22
95321,-3.12,-50.78,-0.08,-0.78,13.55,-0.38,31,0.00,14.40,972,0.00,5.52,33.33,0.9375,27,0.00,21
95525,-3.91,-50.78,-0.08,-0.78,13.44,-0.38,31,0.00,14.32,955,0.00,5.60,33.33,0.9375,27,0.00,21
95728,-3.12,-50.78,-0.08,-0.78,13.55,-0.38,31,0.00,14.32,911,0.00,5.69,33.33,0.9375,27,0.00,20
95946,-3.12,-50.78,-0.08,-0.78,13.78,-0.25,31,0.00,14.16,907,0.00,5.78,33.33,0.9375,27,0.00,20
96150,-2.34,-50.78,-0.08,-0.78,14.01,-0.25,31,0.00,14.32,901,0.00,5.98,33.33,0.9375,27,0.00,19
96353,-1.56,-50.78,-0.08,-0.78,14.13,-0.12,31,0.00,14.40,908,0.00,6.21,33.33,0.9375,27,0.00,18
96556,-0.78,-50.78,-0.08,-0.78,14.24,-0.12,31,0.00,14.32,908,0.00,6.53,33.33,0.9375,27,0.00,17
96759,-0.78,-50.78,-0.08,-0.78,14.24,-0.12,31,0.00,14.32,904,0.00,6.45,33.33,0.9375,27,0.00,17
96962,-0.78,-50.78,-0.08,-0.78,14.13,-0.12,31,0.00,14.32,894,0.00,6.99,33.33,0.9375,27,0.00,16
97165,-0.78,-50.78,-0.08,-0.78,14.01,-0.25,31,0.00,14.24,886,0.00,7.52,33.33,0.9375,27,0.00,15
97368,-0.78,-50.78,-0.08,-0.78,13.90,-0.25,31,0.00,14.32,870,0.00,7.63,33.33,0.9375,27,0.00,15
97572,-0.78,-50.78,-0.08,-0.78,13.90,-0.25,31,0.00,14.32,858,0.00,7.92,33.33,0.9375,27,0.00,15
97775,-0.78,-50.78,-0.08,-0.78,13.90,-0.25,31,0.00,14.40,870,0.00,8.01,33.33,0.9375,27,0.00,15
97978,-0.78,-50.78,-0.08,-0.78,13.90,-0.25,31,7.06,14.40,876,0.00,8.80,33.33,0.9375,28,0.00,14
98197,0.00,-51.56,-0.16,0.00,13.90,-0.25,31,8.63,14.40,920,0.00,19.21,33.33,0.9375,27,0.00,14
98400,0.00,-52.34,-0.23,0.78,13.90,-0.25,31,8.63,14.24,1046,0.00,28.04,33.33,0.9375,27,0.00,14
98603,-2.34,-52.34,-0.23,0.78,13.32,-0.38,31,9.41,14.32,1292,0.00,30.03,33.33,0.9375,27,0.00,14
98806,-5.47,-39.06,1.09,0.78,13.32,-0.50,31,11.76,14.32,1478,0.00,39.76,33.33,0.9375,27,0.00,14
99009,-5.47,-44.53,0.55,1.56,14.36,-0.12,31,16.86,14.16,1592,0.25,46.44,33.33,0.9375,27,7.84,15
99212,-5.47,-52.34,-0.23,1.56,14.47,0.00,31,16.47,14.24,1767,0.25,42.85,33.33,0.9375,27,4.31,16
99416,-4.69,-53.91,-0.39,1.56,14.59,0.00,31,12.55,14.24,1797,0.25,36.20,33.33,0.9375,27,0.00,16
99619,-6.25,-49.22,0.08,3.91,14.36,-0.12,31,12.55,14.16,1756,0.25,35.59,33.33,0.9375,27,0.00,17
99837,-6.25,-46.88,0.31,3.91,14.47,0.00,31,12.55,14.16,1756,0.25,33.67,33.33,0.9375,27,0.00,18
100041,-6.25,-50.78,-0.08,3.91,14.59,0.00,31,12.55,14.32,1763,0.25,31.03,33.33,0.9375,27,0.00,19
100244,-5.47,-52.34,-0.23,3.91,14.70,0.00,31,12.55,14.08,1773,0.00,29.90,33.33,0.9375,27,0.00,20
100447,-3.91,-53.91,-0.39,3.91,14.81,0.00,31,9.80,14.24,1784,0.00,27.57,33.33,0.9375,27,0.00,21
100650,-3.91,-56.25,-0.62,3.91,14.70,0.00,31,8.63,14.16,1761,0.00,21.85,33.33,0.9375,26,0.00,21
100853,-4.69,-57.81,-0.78,3.91,14.24,-0.12,31,6.27,14.32,1682,0.00,16.61,33.33,0.9375,26,0.00,22
101056,-5.47,-57.81,-0.78,3.91,14.24,-0.12,31,0.00,14.32,1578,0.00,9.47,33.33,0.9375,26,0.00,23
101259,-4.69,-53.12,-0.31,3.12,14.59,0.00,31,0.00,14.32,1409,0.00,5.96,33.33,0.9375,26,0.00,23
101462,-4.69,-53.12,-0.31,3.12,14.70,0.00,31,0.00,14.24,1298,0.00,6.42,33.33,0.9375,26,0.00,23
101681,0.00,-53.12,-0.31,2.34,14.70,0.00,31,0.00,14.24,1168,0.00,6.41,33.33,0.9375,26,0.00,23
101884,0.00,-53.12,-0.31,2.34,15.04,0.00,31,0.00,14.48,1081,0.00,6.31,33.33,0.9375,26,0.00,23
102087,0.00,-53.12,-0.31,2.34,16.08,0.25,31,0.00,14.32,1014,0.00,5.74,33.33,0.9375,26,0.00,22
102291,0.00,-53.12,-0.31,1.56,17.46,0.38,31,0.00,14.24,945,0.00,5.18,33.33,0.9375,26,0.00,22
102494,0.00,-53.12,-0.31,1.56,20.10,0.75,31,0.00,14.32,1114,0.00,3.86,33.33,0.9375,26,0.00,22
102697,0.00,-53.12,-0.31,-0.78,17.46,0.50,31,0.00,14.32,1134,0.00,4.31,33.33,0.9375,26,0.00,22
102900,0.00,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.40,1115,0.00,4.70,33.33,0.9375,26,0.00,22
103103,0.00,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.40,1121,0.00,4.77,33.33,0.9375,27,0.00,21
103306,0.00,-53.12,-0.31,-0.78,14.93,0.00,31,0.00,14.40,1099,0.00,4.99,33.33,0.9375,27,0.00,21
103525,0.00,-53.12,-0.31,-0.78,14.93,0.00,31,0.00,14.40,1083,0.00,4.92,33.33,0.9375,27,0.00,21
103728,0.00,-53.12,-0.31,-0.78,14.93,0.00,31,0.00,14.16,1045,0.00,5.29,33.33,0.9375,27,0.00,20
103931,0.00,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.40,1014,0.00,5.58,33.33,0.9375,27,0.00,19
104134,0.00,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.40,960,0.00,5.66,33.33,0.9375,27,0.00,19
104338,0.00,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.32,947,0.00,6.02,33.33,0.9375,27,0.00,18
104541,0.00,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.32,932,0.00,6.26,33.33,0.9375,27,0.00,17
104744,0.00,-53.12,-0.31,-0.78,14.47,0.00,31,0.00,14.32,910,0.00,6.35,33.33,0.9375,27,0.00,17
104947,-0.78,-53.12,-0.31,-0.78,14.47,-0.12,31,0.00,14.40,904,0.00,6.78,33.33,0.9375,27,0.00,16
105150,-0.78,-53.12,-0.31,-0.78,14.47,-0.12,31,0.00,14.40,878,0.00,7.00,33.33,0.9375,27,0.00,15
105369,-0.78,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.08,835,0.00,7.76,33.33,0.9375,27,0.00,15
105572,-0.78,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.40,802,0.00,8.78,33.33,0.9375,27,0.00,14
105775,-1.56,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.32,756,0.00,9.15,33.33,0.9375,27,0.00,13
105978,-0.78,-53.12,-0.31,-0.78,14.47,-0.12,31,0.00,14.24,706,0.00,9.62,33.33,0.9375,27,0.00,12
106181,-0.78,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.32,667,0.00,10.47,33.33,0.9375,27,0.00,11
106384,-0.78,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.24,681,0.00,11.49,33.33,0.9375,27,0.00,10
106588,0.00,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.24,764,0.00,12.77,33.33,0.9375,27,0.00,9
106791,0.00,-53.12,-0.31,-0.78,14.81,0.00,31,0.00,14.40,816,0.00,12.81,33.33,0.9375,27,0.00,9
107009,0.00,-53.12,-0.31,-0.78,14.81,0.00,31,0.00,14.32,813,0.00,14.41,33.33,0.9375,27,0.00,8
107212,0.00,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.48,783,0.00,14.44,33.33,0.9375,27,0.00,8
107416,-0.78,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.24,736,0.00,16.45,33.33,0.9375,27,0.00,7
107619,-0.78,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.48,685,0.00,19.14,33.33,0.9375,27,0.00,5
107822,-0.78,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.48,731,0.00,41.76,33.33,0.9375,27,0.00,4
108025,0.00,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.32,886,0.00,40.23,33.33,0.9375,27,0.00,3
108228,0.00,-55.47,-0.55,0.00,14.59,0.00,31,0.00,14.32,937,0.00,92.52,33.33,0.9375,27,0.00,2
108431,-0.78,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.24,862,0.00,155.21,33.33,0.9375,27,0.00,1
108634,-1.56,-53.12,-0.31,-0.78,14.24,-0.12,31,0.00,14.24,776,0.00,0.00,33.33,0.9375,27,0.00,0
108853,-1.56,-53.12,-0.31,-0.78,14.36,-0.12,31,3.14,14.16,694,0.00,0.00,33.33,0.9375,27,0.00,0
109056,-1.56,-60.16,-1.02,0.78,14.36,-0.12,31,15.29,14.48,690,0.00,0.00,33.33,0.9375,27,0.00,0
109259,-3.91,-60.16,-1.02,0.78,13.78,-0.25,31,9.80,14.32,1030,0.25,0.00,33.33,0.9375,27,0.00,0
109463,-10.16,-29.69,2.03,0.00,12.29,-0.88,31,7.06,14.16,1321,0.00,0.00,33.33,0.9375,27,0.00,0
109666,-5.47,-44.53,0.55,-0.78,13.67,-0.38,31,3.53,14.40,1323,0.00,0.00,33.33,0.9375,27,0.00,0
109869,-3.91,-50.78,-0.08,0.00,14.24,-0.12,31,7.06,14.40,1142,0.00,259.77,33.33,0.9375,27,0.00,1
110072,-5.47,-55.47,-0.55,0.00,14.24,-0.12,31,7.06,14.32,1067,0.00,125.57,33.33,0.9375,27,0.00,2
110275,-4.69,-54.69,-0.47,0.78,14.47,0.00,31,14.12,14.24,1053,0.00,190.10,33.33,0.9375,27,0.00,2
110478,-5.47,-50.78,-0.08,0.78,14.47,0.00,31,15.29,14.32,1220,0.50,149.95,33.33,0.9375,27,0.00,3
110697,-7.03,-40.62,0.94,0.00,14.36,-0.12,31,0.00,14.40,1385,0.00,69.76,33.33,0.9375,27,0.00,3
110900,-7.03,-50.78,-0.08,-0.78,14.24,-0.12,31,0.00,14.24,1178,0.00,30.56,33.33,0.9375,27,0.00,4
111098,-8.59,-53.12,-0.31,-0.78,14.01,-0.25,31,0.00,14.08,961,0.00,29.51,33.33,0.9375,27,0.00,5
111301,-9.38,-53.12,-0.31,-0.78,13.78,-0.25,31,0.00,14.48,771,0.00,33.02,33.33,0.9375,27,0.00,5
111504,-10.16,-53.12,-0.31,-0.78,13.90,-0.25,31,0.00,14.08,688,0.00,32.34,33.33,0.9375,27,0.00,5
111707,-9.38,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.40,682,0.00,29.23,33.33,0.9375,27,0.00,5
111910,-8.59,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.24,742,0.00,26.58,33.33,0.9375,27,0.00,5
112113,-7.81,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.32,743,0.00,25.94,33.33,0.9375,27,0.00,5
112332,-7.81,-53.12,-0.31,-0.78,14.81,0.00,31,0.00,14.32,718,0.00,24.65,33.33,0.9375,27,0.00,5
112535,-7.81,-53.12,-0.31,-0.78,14.93,0.00,31,6.67,14.32,716,0.00,29.09,33.33,0.9375,27,0.00,5
112738,-5.47,-57.81,-0.78,0.00,15.39,0.12,31,0.00,14.16,810,0.00,46.72,33.33,0.9375,27,0.00,5
112941,-4.69,-53.12,-0.31,-0.78,15.39,0.12,31,0.00,14.16,918,0.00,23.49,33.33,0.9375,27,0.00,5
113145,-7.03,-53.12,-0.31,-0.78,14.36,0.00,31,0.00,14.08,906,0.00,24.98,33.33,0.9375,27,0.00,5
113348,-8.59,-53.12,-0.31,-0.78,14.01,-0.25,31,0.00,14.32,856,0.00,27.69,33.33,0.9375,27,0.00,5
113551,-9.38,-53.12,-0.31,-0.78,13.90,-0.25,31,0.00,14.40,790,0.00,28.80,33.33,0.9375,27,0.00,5
113754,-9.38,-53.12,-0.31,-0.78,14.01,-0.25,31,0.00,14.24,748,0.00,28.26,33.33,0.9375,27,0.00,5
113957,-9.38,-53.12,-0.31,-0.78,14.13,-0.12,31,0.00,14.32,746,0.00,26.66,33.33,0.9375,28,0.00,5
114160,-9.38,-53.12,-0.31,-0.78,14.36,-0.12,31,0.00,14.16,722,0.00,25.57,33.33,0.9375,28,0.00,5
114363,-8.59,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.32,694,0.00,24.78,33.33,0.9375,28,0.00,5
114582,-8.59,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.16,683,0.00,23.94,33.33,0.9375,28,0.00,5
114785,-7.81,-53.12,-0.31,-0.78,14.93,0.00,31,0.00,14.16,649,0.00,23.76,33.33,0.9375,28,0.00,5
114973,-7.03,-53.12,-0.31,-0.78,15.04,0.00,31,0.00,13.60,624,0.00,22.70,33.33,0.9375,28,0.00,5
115191,-7.03,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.00,617,0.00,23.77,33.33,0.9375,28,0.00,5
115395,-6.25,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.16,654,0.00,24.34,33.33,0.9375,28,0.00,5
115598,-5.47,-53.12,-0.31,-0.78,15.39,0.12,31,0.00,14.24,678,0.00,23.91,33.33,0.9375,28,0.00,5
115801,-4.69,-53.12,-0.31,-0.78,15.39,0.12,31,0.00,14.24,740,0.00,22.81,33.33,0.9375,28,0.00,5
116004,-3.91,-53.12,-0.31,-0.78,15.50,0.12,31,0.00,14.48,788,0.00,22.52,33.33,0.9375,28,0.00,5
116207,-3.91,-53.12,-0.31,-0.78,15.27,0.12,31,0.00,14.32,776,0.00,22.56,33.33,0.9375,28,0.00,5
116426,-3.91,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.32,736,0.00,23.15,33.33,0.9375,28,0.00,5
116629,-3.91,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.24,734,0.00,23.65,33.33,0.9375,28,0.00,5
116832,-3.12,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.24,720,0.00,29.26,33.33,0.9375,28,0.00,4
117035,-2.34,-53.12,-0.31,-0.78,15.16,0.12,31,5.88,14.16,711,0.00,29.10,33.33,0.9375,29,0.00,4
117238,-1.56,-59.38,-0.94,0.00,15.16,0.12,31,10.20,14.32,744,0.00,78.95,33.33,0.9375,29,0.00,4
117442,0.00,-57.81,-0.78,0.00,15.16,0.12,31,0.00,14.32,1010,0.00,62.64,33.33,0.9375,29,0.00,4
117645,-3.91,-53.12,-0.31,-0.78,13.78,-0.25,31,0.00,14.16,1085,0.00,22.33,33.33,0.9375,29,0.00,5
117848,-5.47,-53.12,-0.31,-0.78,13.44,-0.38,31,0.00,14.24,987,0.00,29.22,33.33,0.9375,29,0.00,5
118051,-6.25,-53.12,-0.31,-0.78,13.32,-0.38,31,0.00,14.24,890,0.00,32.10,33.33,0.9375,29,0.00,5
118270,-7.03,-53.12,-0.31,-0.78,13.55,-0.38,31,0.00,14.48,798,0.00,31.14,33.33,0.9375,29,0.00,5
118473,-7.03,-53.12,-0.31,-0.78,13.78,-0.25,31,0.00,14.32,748,0.00,28.70,33.33,0.9375,29,0.00,5
118676,-7.03,-53.12,-0.31,-0.78,14.13,-0.12,31,0.00,14.24,748,0.00,26.99,33.33,0.9375,29,0.00,5
118879,-6.25,-53.12,-0.31,-0.78,14.47,-0.12,31,0.00,14.16,731,0.00,25.44,33.33,0.9375,29,0.00,5
119082,-6.25,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.24,715,0.00,31.79,33.33,0.9375,29,0.00,4
119285,-5.47,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.32,712,0.00,31.22,33.33,0.9375,29,0.00,4
119488,-5.47,-53.12,-0.31,-0.78,14.93,0.00,31,0.00,14.40,731,0.00,30.42,33.33,0.9375,29,0.00,4
119692,-4.69,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.40,709,0.00,30.19,33.33,0.9375,29,0.00,4
119910,-4.69,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.48,714,0.00,29.64,33.33,0.9375,29,0.00,4
120114,-3.91,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.32,725,0.00,29.26,33.33,0.9375,29,0.00,4
120301,-3.91,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.24,713,0.00,29.26,33.33,0.9375,29,0.00,4
120520,-3.12,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.16,706,0.00,38.80,33.33,0.9375,29,0.00,3
120723,-3.12,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.32,706,0.00,38.68,33.33,0.9375,29,0.00,3
120926,-2.34,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.40,713,0.00,38.26,33.33,0.9375,29,0.00,3
121129,-2.34,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.24,681,0.00,36.58,33.33,0.9375,29,0.00,3
121332,-1.56,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.16,676,0.00,37.63,33.33,0.9375,29,0.00,3
121536,-1.56,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.32,690,0.00,57.39,33.33,0.9375,29,0.00,2
121739,-1.56,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.08,680,0.00,57.39,33.33,0.9375,29,0.00,2
121942,-0.78,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.32,673,0.00,55.50,33.33,0.9375,30,0.00,2
122145,-0.78,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.48,706,0.00,110.78,33.33,0.9375,30,0.00,1
122348,0.00,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.32,709,0.00,110.16,33.33,0.9375,30,0.00,1
122551,0.00,-53.12,-0.31,-0.78,15.16,0.12,31,0.00,14.24,697,0.00,0.00,33.33,0.9375,30,0.00,0
122754,0.78,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.32,712,0.00,0.00,33.33,0.9375,30,0.00,0
122957,0.78,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.40,706,0.00,0.00,33.33,0.9375,30,0.00,0
123161,0.78,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.40,701,0.00,0.00,33.33,0.9375,30,0.00,0
123364,1.56,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.24,701,0.00,0.00,33.33,0.9375,30,0.00,0
123583,1.56,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.40,737,0.00,0.00,33.33,0.9375,30,0.00,0
123786,1.56,-53.12,-0.31,-0.78,15.04,0.12,31,0.00,14.32,796,0.00,0.00,33.33,0.9375,30,0.00,0
123973,1.56,-53.12,-0.31,-0.78,15.04,0.00,31,0.00,14.48,838,0.00,0.00,33.33,0.9375,30,0.00,0
124192,1.56,-53.12,-0.31,-0.78,14.93,0.00,31,0.00,14.24,878,0.00,0.00,33.33,0.9375,30,0.00,0
124395,1.56,-53.12,-0.31,-0.78,14.81,0.00,31,0.00,14.40,894,0.00,0.00,33.33,0.9375,30,0.00,0
124598,1.56,-53.12,-0.31,-0.78,14.70,0.00,31,0.00,14.32,884,0.00,0.00,33.33,0.9375,30,0.00,0
124801,1.56,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.32,852,0.00,0.00,33.33,0.9375,30,0.00,0
125004,1.56,-53.12,-0.31,-0.78,14.59,0.00,31,0.00,14.40,813,0.00,0.00,33.33,0.9375,30,0.00,0
